category,grp,code,descript
MOBL MAKE ,               ,MS             ,Maserati                                          
MOBL MAKE ,               ,MT             ,Mitsubishi                                        
MOBL MAKE ,               ,MU             ,Murray                                            
MOBL MAKE ,               ,MV             ,Massey Harris-Ferguson                            
MOBL MAKE ,               ,MW             ,Montgomery Ward                                   
MOBL MAKE ,               ,MY             ,Massey Ferguson                                   
MOBL MAKE ,               ,MZ             ,Mazda                                             
MOBL MAKE ,               ,NA             ,Navistar                                          
MOBL MAKE ,               ,NE             ,New Idea                                          
MOBL MAKE ,               ,NH             ,New Holland                                       
MOBL MAKE ,               ,NI             ,Nissan                                            
MOBL MAKE ,               ,OL             ,Oldsmobile                                        
MOBL MAKE ,               ,OO             ,Other Make                                        
MOBL MAKE ,               ,OS             ,Oshkosh                                           
MOBL MAKE ,               ,OV             ,Oliver                                            
MOBL MAKE ,               ,OW             ,Owatona                                           
MOBL MAKE ,               ,PI             ,Pierce                                            
MOBL MAKE ,               ,PL             ,Plymouth                                          
MOBL MAKE ,               ,PN             ,Pontiac                                           
MOBL MAKE ,               ,PR             ,Porsche                                           
MOBL MAKE ,               ,PT             ,Peterbilt                                         
MOBL MAKE ,               ,PU             ,Peugeot                                           
MOBL MAKE ,               ,RD             ,Red Devil                                         
MOBL MAKE ,               ,RG             ,Rogue (Ottowa)                                    
MOBL MAKE ,               ,RN             ,Range Rover                                       
MOBL MAKE ,               ,RR             ,Rolls Royce                                       
MOBL MAKE ,               ,SA             ,Saturn                                            
MOBL MAKE ,               ,SB             ,Saab                                              
MOBL MAKE ,               ,SC             ,Scania                                            
MOBL MAKE ,               ,SD             ,Simon Duplex                                      
MOBL MAKE ,               ,SE             ,Sears Craftsman                                   
MOBL MAKE ,               ,SG             ,Scagg                                             
MOBL MAKE ,               ,SI             ,Simplicity                                        
MOBL MAKE ,               ,SN             ,Snapper                                           
MOBL MAKE ,               ,SR             ,Steiger                                           
MOBL MAKE ,               ,ST             ,Sterling                                          
MOBL MAKE ,               ,SU             ,Subaru                                            
MOBL MAKE ,               ,SZ             ,Suzuki                                            
MOBL MAKE ,               ,TB             ,Troy-Bilt                                         
MOBL MAKE ,               ,TJ             ,Trojan                                            
MOBL MAKE ,               ,TL             ,Trelan                                            
MOBL MAKE ,               ,TO             ,Toyota                                            
MOBL MAKE ,               ,TR             ,Triumph                                           
MOBL MAKE ,               ,TT             ,Toro                                              
MOBL MAKE ,               ,UD             ,UD                                                
MOBL MAKE ,               ,UR             ,Ursus                                             
MOBL MAKE ,               ,UT             ,Utilmaster                                        
MOBL MAKE ,               ,VE             ,Vespa                                             
MOBL MAKE ,               ,VG             ,Volvo GMC                                         
MOBL MAKE ,               ,VL             ,Volvo                                             
MOBL MAKE ,               ,VO             ,Volkswagen                                        
MOBL MAKE ,               ,VR             ,Vermeer                                           
MOBL MAKE ,               ,VS             ,Versatile                                         
MOBL MAKE ,               ,WD             ,Woods                                             
MOBL MAKE ,               ,WG             ,White GMC                                         
MOBL MAKE ,               ,WH             ,White                                             
MOBL MAKE ,               ,WK             ,Walker                                            
MOBL MAKE ,               ,WL             ,Walter                                            
MOBL MAKE ,               ,WS             ,Western Star                                      
MOBL MAKE ,               ,WW             ,Westward                                          
MOBL MAKE ,               ,YA             ,Yamaha                                            
MOBL MAKE ,               ,YM             ,Yardman                                           
MOBL MAKE ,               ,YU             ,Yugo                                              
MOBL MAKE ,               ,ZT             ,Zetor                                             
MOBL PROP ,7,0,"Mobile property, Other                            "
MOBL PROP ,1,10,"Passenger road vehicle, Other                     "
MOBL PROP ,1,11,"Automobile, passenger car, ambulance, race car    "
MOBL PROP ,1,12,"Bus, school bus, trackless trolley                "
MOBL PROP ,1,13,Off-road recreational vehicle                     
MOBL PROP ,1,14,"Motor home, camper, bookmobile.                   "
MOBL PROP ,1,15,"Trailer - travel, designed to be towed            "
MOBL PROP ,1,16,"Trailer - camping, collapsible                    "
MOBL PROP ,1,17,Mobile home                                       
MOBL PROP ,1,18,"Motorcycle, trail bike                            "
MOBL PROP ,2,20,"Freight road transport vehicle, Other             "
MOBL PROP ,2,21,"General use truck, dump truck, fire apparatus     "
MOBL PROP ,2,22,"Pickup truck, hauling rig (non-motorized)         "
MOBL PROP ,2,23,"Trailer - semi, designed for freight              "
MOBL PROP ,2,24,Tank truck - nonflammable cargo                   
MOBL PROP ,2,25,Tank truck - flammable or combustible liquid      
MOBL PROP ,2,26,Tank truck - compressed gas or LP-gas             
MOBL PROP ,2,27,"Garbage, waste, refuse truck                      "
MOBL PROP ,3,30,"Rail transport vehicle, Other                     "
MOBL PROP ,3,31,"Diner car, passenger car - rail                   "
MOBL PROP ,3,32,"Box, freight, or hopper car - rail                "
MOBL PROP ,3,33,Tank car - rail                                   
MOBL PROP ,3,34,Container or piggyback car - rail                 
MOBL PROP ,3,35,Engine/locomotive - rail                          
MOBL PROP ,3,36,"Rapid transit car, trolley - self-powered         "
MOBL PROP ,3,37,Maintenance equipment car                         
MOBL PROP ,4,40,"Water transport vessel, Other                     "
MOBL PROP ,4,41,Boat: shorter than 65 ft. with power              
MOBL PROP ,4,42,"Boat, ship, or >= 65 ft but < 1,000 tons.         "
MOBL PROP ,4,43,"Cruise liner or passenger ship >= 1,000 tons      "
MOBL PROP ,4,44,Tank ship                                         
MOBL PROP ,4,45,Personal water craft                              
MOBL PROP ,4,46,"Cargo or military ship > 1,000 tons               "
MOBL PROP ,4,47,Non-self-propelled vessel                         
MOBL PROP ,4,48,Commercial fishing or processing vessel           
MOBL PROP ,4,49,Sailboat                                          
MOBL PROP ,5,50,"Air transport vehicle, Other                      "
MOBL PROP ,5,51,"Personal aircraft less than 12,500 lb. gross wt.  "
MOBL PROP ,5,52,"Personal aircraft >= 12,500 lb. gross wt.         "
MOBL PROP ,5,53,"Commercial aircraft: propeller, fixed wing        "
MOBL PROP ,5,54,"Commercial aircraft: turbine powered, fixed-wing  "
MOBL PROP ,5,55,"Helicopters, nonmilitary                          "
MOBL PROP ,5,56,Military fixed-wing aircraft                      
MOBL PROP ,5,57,Military non-fixed-wing aircraft                  
MOBL PROP ,5,58,Balloon vehicles                                  
MOBL PROP ,6,60,"Industrial, constr., agricultural vehicle, Other  "
MOBL PROP ,6,61,Construction vehicle                              
MOBL PROP ,6,63,"Loader - industrial, fork lift, tow motor, stacker"
MOBL PROP ,6,64,Crane                                             
MOBL PROP ,6,65,"Agricultural vehicle, baler, chopper (farm use)   "
MOBL PROP ,6,67,Timber harvest vehicle                            
MOBL PROP ,7,71,"Home, garden vehicle                              "
MOBL PROP ,7,73,"Shipping container, mechanically moved            "
MOBL PROP ,7,74,Armored vehicle                                   
MOBL PROP ,7,75,"Missile, rocket, space vehicle                    "
MOBL PROP ,7,76,Aerial tramway vehicle                            
MOBL PROP ,7,NN             ,None                                              
MOBL PROP ,7,UU             ,Undetermined (conversion only)                    
MUTL AID  ,               ,1,Mutual aid received                               
MUTL AID  ,               ,2,Automatic aid received                            
MUTL AID  ,               ,3,Mutual aid given                                  
MUTL AID  ,               ,4,Automatic aid given                               
MUTL AID  ,               ,5,Other aid given                                   
MUTL AID  ,               ,N              ,None                                              
PROP OWN  ,               ,0,Other                                             
PROP OWN  ,               ,1,Private                                           
PROP OWN  ,               ,2,"City, town, village, local                        "
PROP OWN  ,               ,3,County or parish                                  
PROP OWN  ,               ,4,State or province                                 
PROP OWN  ,               ,5,Federal                                           
PROP OWN  ,               ,6,Foreign                                           
PROP OWN  ,               ,7,Military                                          
PROP OWN  ,               ,U              ,Unknown (conversion only)                         
PROP USE  ,O              ,0,"Property Use, Other                               "
PROP USE  ,1,100,"Assembly, Other                                   "
PROP USE  ,1,110,"Fixed-use recreation places, other                "
PROP USE  ,1,111,Bowling establishment                             
PROP USE  ,1,112,"Billiard center, pool hall                        "
PROP USE  ,1,113,Electronic amusement center                       
PROP USE  ,1,114,"Ice rink: indoor, outdoor                         "
PROP USE  ,1,115,Roller rink: indoor or outdoor                    
PROP USE  ,1,116,Swimming facility: indoor or outdoor              
PROP USE  ,1,120,"Variable-use amusement, recreation places, other  "
PROP USE  ,1,121,"Ballroom, gymnasium                               "
PROP USE  ,1,122,"Convention center, exhibition hall                "
PROP USE  ,1,123,"Stadium, arena                                    "
PROP USE  ,1,124,Playground                                        
PROP USE  ,1,129,Amusement center: indoor/outdoor                  
PROP USE  ,1,130,"Places of worship, funeral parlors, other         "
PROP USE  ,1,131,"Church, mosque, synagogue, temple, chapel         "
PROP USE  ,1,134,Funeral parlor                                    
PROP USE  ,1,140,"Clubs, Other                                      "
PROP USE  ,1,141,Athletic/health club                              
PROP USE  ,1,142,Clubhouse                                         
PROP USE  ,1,143,Yacht Club                                        
PROP USE  ,1,144,"Casino, gambling clubs                            "
PROP USE  ,1,150,"Public or government, Other                       "
PROP USE  ,1,151,Library                                           
PROP USE  ,1,152,Museum                                            
PROP USE  ,1,154,"Memorial structure, including monuments & statues "
PROP USE  ,1,155,Courthouse                                        
PROP USE  ,1,160,"Eating, drinking places, other                    "
PROP USE  ,1,161,Restaurant or cafeteria                           
PROP USE  ,1,162,Bar or nightclub                                  
PROP USE  ,1,170,"Passenger terminal, Other                         "
PROP USE  ,1,171,Airport passenger terminal                        
PROP USE  ,1,173,Bus station                                       
PROP USE  ,1,174,Rapid transit station                             
PROP USE  ,1,180,"Studio/theater, Other                             "
PROP USE  ,1,181,Live performance theater                          
PROP USE  ,1,182,"Auditorium, concert hall                          "
PROP USE  ,1,183,Movie theater                                     
PROP USE  ,1,185,"Radio, television studio                          "
PROP USE  ,1,186,Film/movie production studio                      
PROP USE  ,2,200,"Educational, Other                                "
PROP USE  ,2,210,"Schools, non-adult, other                         "
PROP USE  ,2,211,Preschool                                         
PROP USE  ,2,213,"Elementary school, including kindergarten         "
PROP USE  ,2,215,High school/junior high school/middle school      
PROP USE  ,2,241,"Adult education center, college classroom         "
PROP USE  ,2,254,"Day care, in commercial property                  "
PROP USE  ,2,255,"Day care, in residence, licensed                  "
PROP USE  ,2,256,"Day care in residence, unlicensed.                "
PROP USE  ,3,300,"Health care, detention, & correction, Other       "
PROP USE  ,3,311,"24-hour care Nursing homes, 4 or more persons     "
PROP USE  ,3,321,Mental retardation/development disability facility
PROP USE  ,3,322,Alcohol or substance abuse recovery center        
PROP USE  ,3,323,"Asylum, mental institution                        "
PROP USE  ,3,331,Hospital - medical or psychiatric                 
PROP USE  ,3,332,Hospices                                          
PROP USE  ,3,340,"Clinics, doctors offices, hemodialysis cntr, other"
PROP USE  ,3,341,"Clinic, clinic-type infirmary                     "
PROP USE  ,3,342,"Doctor, dentist or oral surgeon office            "
PROP USE  ,3,343,Hemodialysis unit                                 
PROP USE  ,3,361,"Jail, prison (not juvenile)                       "
PROP USE  ,3,363,"Reformatory, juvenile detention center            "
PROP USE  ,3,365,Police station                                    
PROP USE  ,4,400,"Residential, Other                                "
PROP USE  ,4,419,1 or 2 family dwelling                            
PROP USE  ,4,429,Multifamily dwelling                              
PROP USE  ,4,439,"Boarding/rooming house, residential hotels        "
PROP USE  ,4,449,"Hotel/motel, commercial                           "
PROP USE  ,4,459,Residential board and care                        
PROP USE  ,4,460,"Dormitory-type residence, other                   "
PROP USE  ,4,462,"Sorority house, fraternity house                  "
PROP USE  ,4,464,"Barracks, dormitory                               "
PROP USE  ,5,500,"Mercantile, business, Other                       "
PROP USE  ,5,511,Convenience store                                 
PROP USE  ,5,519,"Food and beverage sales, grocery store            "
PROP USE  ,5,529,"Textile, wearing apparel sales                    "
PROP USE  ,5,539,"Household goods, sales, repairs                   "
PROP USE  ,5,549,Specialty shop                                    
PROP USE  ,5,557,"Personal service, including barber & beauty shops "
PROP USE  ,5,559,"Recreational, hobby, home repair sales, pet store "
PROP USE  ,5,564,"Laundry, dry cleaning                             "
PROP USE  ,5,569,"Professional supplies, services                   "
PROP USE  ,5,571,"Service station, gas station                      "
PROP USE  ,5,579,"Motor vehicle or boat sales, services, repair     "
PROP USE  ,5,580,"General retail, Other                             "
PROP USE  ,5,581,Department or discount store                      
PROP USE  ,5,592,Bank                                              
PROP USE  ,5,593,Office:  veterinary or research                   
PROP USE  ,5,596,Post office or mailing firms                      
PROP USE  ,5,599,Business office                                   
PROP USE  ,6,600,"Ind., utility, defense, agriculture, mining, other"
PROP USE  ,6,610,"Energy production plant, Other                    "
PROP USE  ,6,614,Steam or heat-generating plant                    
PROP USE  ,6,615,Electric-generating plant                         
PROP USE  ,6,629,Laboratory or science laboratory                  
PROP USE  ,6,631,"Defense, military installation                    "
PROP USE  ,6,632,Flight control tower                              
PROP USE  ,6,635,Computer center                                   
PROP USE  ,6,639,Communications center                             
PROP USE  ,6,640,"Utility or Distribution system, Other             "
PROP USE  ,6,642,Electrical distribution                           
PROP USE  ,6,644,"Gas distribution, gas pipeline                    "
PROP USE  ,6,645,"Flammable liquid distribution, F.L. pipeline      "
PROP USE  ,6,647,Water utility                                     
PROP USE  ,6,648,Sanitation utility                                
PROP USE  ,6,655,Crops or orchard                                  
PROP USE  ,6,659,Livestock production                              
PROP USE  ,6,669,"Forest, timberland, woodland                      "
PROP USE  ,6,679,"Mine, quarry                                      "
PROP USE  ,7,700,"Manufacturing, processing                         "
PROP USE  ,8,800,"Storage, Other                                    "
PROP USE  ,8,807,Outside material storage area                     
PROP USE  ,8,808,Outbuilding or shed                               
PROP USE  ,8,816,"Grain elevator, silo                              "
PROP USE  ,8,819,"Livestock, poultry storage                        "
PROP USE  ,8,839,Refrigerated storage                              
PROP USE  ,8,849,Outside storage tank                              
PROP USE  ,8,880,"Vehicle storage, Other                            "
PROP USE  ,8,881,"Parking garage, (detached residential garage)     "
PROP USE  ,8,882,"Parking garage, general vehicle                   "
PROP USE  ,8,888,Fire station                                      
PROP USE  ,8,891,Warehouse                                         
PROP USE  ,8,898,"Dock, marina, pier, wharf                         "
PROP USE  ,8,899,Residential or self-storage units                 
PROP USE  ,9,900,"Outside or special property, Other                "
PROP USE  ,9,919,"Dump, sanitary landfill                           "
PROP USE  ,9,921,"Bridge, trestle                                   "
PROP USE  ,9,922,Tunnel                                            
PROP USE  ,9,926,"Outbuilding, protective shelter                   "
PROP USE  ,9,931,Open land or field                                
PROP USE  ,9,935,Campsite with utilities                           
PROP USE  ,9,936,Vacant lot                                        
PROP USE  ,9,937,Beach                                             
PROP USE  ,9,938,Graded and cared-for plots of land                
PROP USE  ,9,940,"Water area, Other                                 "
PROP USE  ,9,941,"Open ocean, sea or tidal waters                   "
PROP USE  ,9,946,"Lake, river, stream                               "
PROP USE  ,9,951,Railroad right-of-way                             
PROP USE  ,9,952,Railroad yard                                     
PROP USE  ,9,960,"Street, Other                                     "
PROP USE  ,9,961,Highway or divided highway                        
PROP USE  ,9,962,"Residential street, road or residential driveway  "
PROP USE  ,9,963,Street or road in commercial area                 
PROP USE  ,9,965,Vehicle parking area                              
PROP USE  ,9,972,Aircraft runway                                   
PROP USE  ,9,973,Aircraft taxiway                                  
PROP USE  ,9,974,Aircraft loading area                             
PROP USE  ,9,981,Construction site                                 
PROP USE  ,9,982,Oil or gas field                                  
PROP USE  ,9,983,"Pipeline, power line or other utility right-of-way"
PROP USE  ,9,984,Industrial plant yard - area                      
PROP USE  ,O              ,NNN            ,None                                              
PROP USE  ,O              ,UUU            ,Undetermined                                      
REL STRU  ,               ,1,Inside or On Structure                            
REL STRU  ,               ,2,Outside of Structure                              
RESC TYPE ,9,0,Other apparatus/resource                          
RESC TYPE ,1,10,"Ground fire suppression, Other                    "
RESC TYPE ,1,11,Engine                                            
RESC TYPE ,1,12,Truck or aerial                                   
RESC TYPE ,1,13,Quint                                             
RESC TYPE ,1,14,Tanker & pumper combination                       
RESC TYPE ,1,16,Brush truck                                       
RESC TYPE ,1,17,ARFF (aircraft rescue & firefighting)             
RESC TYPE ,2,20,"Heavy ground equipment, Other                     "
RESC TYPE ,2,21,Dozer or plow                                     
RESC TYPE ,2,22,Tractor                                           
RESC TYPE ,2,24,Tanker or tender                                  
RESC TYPE ,4,40,"Aircraft, Other                                   "
RESC TYPE ,4,41,"Aircraft, fixed-wing tanker                       "
RESC TYPE ,4,42,Helitanker                                        
RESC TYPE ,4,43,Helicopter                                        
RESC TYPE ,5,50,"Marine equipment, Other                           "
RESC TYPE ,5,51,Fire boat with pump                               
RESC TYPE ,5,52,"Boat, no pump                                     "
RESC TYPE ,6,60,"Support apparatus, Other                          "
RESC TYPE ,6,61,Breathing apparatus support                       
RESC TYPE ,6,62,Light and air unit                                
RESC TYPE ,7,70,"Medical & rescue unit, Other                      "
RESC TYPE ,7,71,Rescue unit                                       
RESC TYPE ,7,72,Urban search & rescue unit                        
RESC TYPE ,7,73,High-angle rescue unit                            
RESC TYPE ,7,75,BLS unit                                          
RESC TYPE ,7,76,ALS unit                                          
RESC TYPE ,9,91,Mobile command post                               
RESC TYPE ,9,92,Chief officer car                                 
RESC TYPE ,9,93,HazMat unit                                       
RESC TYPE ,9,94,Type I hand crew                                  
RESC TYPE ,9,95,Type II hand crew                                 
RESC TYPE ,9,99,Privately owned vehicle                           
RESC TYPE ,9,NN             ,None                                              
RESC TYPE ,9,UU             ,Undetermined                                      
RESP TYPE ,               ,0,Not Applicable                                    
RESP TYPE ,               ,1,Emergency                                         
RESP TYPE ,               ,2,Non-emergency                                     
RESP TYPE ,               ,C              ,Cancelled                                         
RESP TYPE ,               ,M              ,Automatic/Mutual Aid Given                        
SITE MATL ,9,0,"On-site materials, Other                          "
SITE MATL ,1,100,"Foods, beverages, agriculture, Other              "
SITE MATL ,11,110,"Food, Other                                       "
SITE MATL ,11,111,Baked goods                                       
SITE MATL ,11,112,"Meat products, including poultry & fish           "
SITE MATL ,11,113,Dairy products                                    
SITE MATL ,11,114,"Produce, fruit or vegetables                      "
SITE MATL ,11,115,"Sugar, spices                                     "
SITE MATL ,11,116,Deli products                                     
SITE MATL ,11,117,"Cereals, grains; packaged                         "
SITE MATL ,11,118,"Fat/cooking grease, including lard & animal fat   "
SITE MATL ,12,120,"Beverages, Other                                  "
SITE MATL ,12,121,Alcoholic beverage                                
SITE MATL ,12,122,Nonalcoholic beverage                             
SITE MATL ,13,130,"Agriculture, Other                                "
SITE MATL ,13,131,"Trees, plants, flowers                            "
SITE MATL ,13,132,"Feed, grain, seed                                 "
SITE MATL ,13,133,"Hay, straw                                        "
SITE MATL ,13,134,"Crop, not grain                                   "
SITE MATL ,13,135,Livestock                                         
SITE MATL ,13,136,Pets                                              
SITE MATL ,13,137,Pesticides                                        
SITE MATL ,13,138,Fertilizer                                        
SITE MATL ,2,200,"Personal & home products, Other                   "
SITE MATL ,21,210,"Fabrics, Other                                    "
SITE MATL ,21,211,"Curtains, drapes                                  "
SITE MATL ,21,212,Linens                                            
SITE MATL ,21,213,Bedding                                           
SITE MATL ,21,214,"Cloth, yarn, dry goods                            "
SITE MATL ,22,220,"Wearable products, Other                          "
SITE MATL ,22,221,Clothes                                           
SITE MATL ,22,222,Footwear                                          
SITE MATL ,22,223,Eyeglasses                                        
SITE MATL ,22,225,"Perfumes, colognes, cosmetics                     "
SITE MATL ,22,226,Toiletries                                        
SITE MATL ,23,230,"Accessories, Other                                "
SITE MATL ,23,231,"Jewelry, watches                                  "
SITE MATL ,23,232,"Luggage, suitcases                                "
SITE MATL ,23,233,"Purses, satchels, briefcases, wallets, belts      "
SITE MATL ,24,240,"Furnishings, Other                                "
SITE MATL ,24,241,Furniture                                         
SITE MATL ,24,242,"Beds, mattresses                                  "
SITE MATL ,24,243,Clocks                                            
SITE MATL ,24,244,Houseware                                         
SITE MATL ,24,245,"Glass, ceramics, china, pottery, stoneware        "
SITE MATL ,24,246,Silverware                                        
SITE MATL ,3,300,"Raw materials, Other                              "
SITE MATL ,31,310,"Wood, Other                                       "
SITE MATL ,31,311,"Lumber, sawn wood                                 "
SITE MATL ,31,312,Timber                                            
SITE MATL ,31,313,Cork                                              
SITE MATL ,31,314,Pulp                                              
SITE MATL ,31,315,"Sawdust, wood chips                               "
SITE MATL ,32,320,"Fibers, Other                                     "
SITE MATL ,32,321,Cotton                                            
SITE MATL ,32,322,Wool                                              
SITE MATL ,32,323,Silk                                              
SITE MATL ,33,330,"Animal skins, Other                               "
SITE MATL ,33,331,Leather                                           
SITE MATL ,33,332,Fur                                               
SITE MATL ,34,341,Ore                                               
SITE MATL ,34,342,Rubber                                            
SITE MATL ,34,343,Plastics                                          
SITE MATL ,34,344,Fiberglass                                        
SITE MATL ,34,345,Salt                                              
SITE MATL ,4,400,"Paper products, rope, Other                       "
SITE MATL ,41,410,"Paper products, Other                             "
SITE MATL ,41,411,"Newspaper, magazines                              "
SITE MATL ,41,412,Books                                             
SITE MATL ,41,413,Greeting cards                                    
SITE MATL ,41,414,"Paper, rolled                                     "
SITE MATL ,41,415,Cardboard                                         
SITE MATL ,41,416,"Packaged paper products, including stationery     "
SITE MATL ,41,417,Paper records or reports                          
SITE MATL ,42,421,"Rope, twine, cordage                              "
SITE MATL ,5,500,"Flammables, chemicals, plastics, Other            "
SITE MATL ,51,510,"Flammables, combustible liquids, Other            "
SITE MATL ,51,511,"Gasoline, diesel fuel                             "
SITE MATL ,51,512,"Flammable liquid, not gasoline                    "
SITE MATL ,51,513,"Combustible liquid, including heating oil         "
SITE MATL ,51,514,Motor oil                                         
SITE MATL ,51,515,"Heavy oils, grease, noncooking related            "
SITE MATL ,51,516,Asphalt                                           
SITE MATL ,51,517,"Adhesive, resin, tar                              "
SITE MATL ,52,520,"Flammable gases, other                            "
SITE MATL ,52,521,Natural gas                                       
SITE MATL ,52,522,"LP gas, butane, propane                           "
SITE MATL ,52,523,Hydrogen gas                                      
SITE MATL ,53,530,"Solid fuel, coal type, Other                      "
SITE MATL ,53,531,Charcoal                                          
SITE MATL ,53,532,Coal                                              
SITE MATL ,53,533,Peat                                              
SITE MATL ,53,534,Coke                                              
SITE MATL ,54,540,"Chemicals, drugs, Other                           "
SITE MATL ,54,541,Hazardous chemicals                               
SITE MATL ,54,542,Nonhazardous chemicals                            
SITE MATL ,54,543,Cleaning supplies                                 
SITE MATL ,54,544,"Pharmaceuticals, drugs                            "
SITE MATL ,54,545,Illegal drugs                                     
SITE MATL ,55,551,Radioactive materials                             
SITE MATL ,6,600,"Construction, machinery, metals, Other            "
SITE MATL ,61,610,"Machinery, tools, Other                           "
SITE MATL ,61,611,Industrial machinery                              
SITE MATL ,61,612,Machine parts                                     
SITE MATL ,61,613,Tools (power & hand tools)                        
SITE MATL ,62,620,"Construction supplies, Other                      "
SITE MATL ,62,621,Hardware products                                 
SITE MATL ,62,622,Construction & home improvement products          
SITE MATL ,62,623,"Pipes, fittings                                   "
SITE MATL ,62,624,Stone-working materials                           
SITE MATL ,62,625,Lighting fixtures and lamps                       
SITE MATL ,62,626,"Electrical parts, supplies, equipment             "
SITE MATL ,62,627,Insulation                                        
SITE MATL ,62,628,Abrasives                                         
SITE MATL ,62,629,"Fencing, fence supplies                           "
SITE MATL ,63,630,"Floor & wall coverings, Other                     "
SITE MATL ,63,631,"Carpets, rugs                                     "
SITE MATL ,63,632,"Linoleum, tile                                    "
SITE MATL ,63,633,Ceramic tile                                      
SITE MATL ,63,634,Wallpaper                                         
SITE MATL ,63,635,Paint                                             
SITE MATL ,64,640,"Metal products, Other                             "
SITE MATL ,64,641,"Steel, iron products                              "
SITE MATL ,64,642,Nonferrous metal products                         
SITE MATL ,64,643,Combustible metals products                       
SITE MATL ,7,700,"Appliances, electronics, medical, lab, Other      "
SITE MATL ,71,710,"Appliances, electronics, Other                    "
SITE MATL ,71,711,Appliances                                        
SITE MATL ,71,712,"Electronic parts, supplies, equipment             "
SITE MATL ,71,713,Electronic media                                  
SITE MATL ,71,714,"Photographic equipment, supplies, materials       "
SITE MATL ,72,720,"Medical, laboratory products, Other               "
SITE MATL ,72,721,Dental supplies                                   
SITE MATL ,72,722,Medical supplies                                  
SITE MATL ,72,723,Optical products                                  
SITE MATL ,72,724,Veterinary supplies                               
SITE MATL ,72,725,Laboratory supplies                               
SITE MATL ,81,810,"Motor vehicles & parts, Other                     "
SITE MATL ,81,811,"Autos, trucks, buses, recreational vehicles       "
SITE MATL ,81,812,Construction vehicles                             
SITE MATL ,81,813,"Motor vehicle parts, not including tires          "
SITE MATL ,81,814,Tires                                             
SITE MATL ,82,820,"Watercraft, Other                                 "
SITE MATL ,82,821,"Boats, ships                                      "
SITE MATL ,83,830,"Aircraft, Other                                   "
SITE MATL ,83,831,"Planes, airplanes                                 "
SITE MATL ,83,832,Helicopters                                       
SITE MATL ,84,840,"Rail, Other                                       "
SITE MATL ,84,841,"Trains, light rail, rapid transit cars            "
SITE MATL ,84,842,Rail equipment                                    
SITE MATL ,85,850,"Non-motorized vehicles, other                     "
SITE MATL ,85,851,"Bicycles, tricycles, unicycles                    "
SITE MATL ,91,910,"Containers, packing materials, Other              "
SITE MATL ,91,911,"Bottles, barrels, boxes                           "
SITE MATL ,91,912,Packing material                                  
SITE MATL ,91,913,Pallets                                           
SITE MATL ,92,920,"Previously owned products, Other                  "
SITE MATL ,92,921,Antiques                                          
SITE MATL ,92,922,Collectibles                                      
SITE MATL ,92,923,Used merchandise                                  
SITE MATL ,93,930,"Ordnance, explosives, fireworks, Other            "
SITE MATL ,93,931,Guns                                              
SITE MATL ,93,932,Ammunition                                        
SITE MATL ,93,933,Explosives                                        
SITE MATL ,93,934,"Fireworks, commerically made                      "
SITE MATL ,93,935,"Rockets, missiles                                 "
SITE MATL ,94,940,"Recreation, arts products, Other                  "
SITE MATL ,94,941,Musical instruments                               
SITE MATL ,94,942,"Hobby, crafts                                     "
SITE MATL ,94,943,Art supply/artwork                                
SITE MATL ,94,944,Sporting goods                                    
SITE MATL ,94,945,"Camping, hiking, outdoor products                 "
SITE MATL ,94,946,"Games, toys                                       "
SITE MATL ,95,950,"Mixed sales products, Other                       "
SITE MATL ,95,951,Office supplies                                   
SITE MATL ,95,952,"Restaurant supplies, not including food           "
SITE MATL ,96,960,"Discarded material, Other                         "
SITE MATL ,96,961,Junkyard materials                                
SITE MATL ,96,962,Recyclable materials                              
SITE MATL ,96,963,"Trash, not recyclable                             "
SITE MATL ,9,NNN            ,None                                              
SITE MATL ,9,UUU            ,Undetermined                                      
SITE USE  ,               ,1,Bulk storage or warehousing                       
SITE USE  ,               ,2,Processing or manufacturing                       
SITE USE  ,               ,3,Packaged goods for sale                           
SITE USE  ,               ,4,Repair or service                                 
SITE USE  ,               ,N              ,None                                              
SITE USE  ,               ,U              ,Undetermined                                      
SMOKE TRVL,               ,0,Undetermined                                      
SMOKE TRVL,               ,1,Air Handling Duct                                 
SMOKE TRVL,               ,2,Corridor                                          
SMOKE TRVL,               ,3,Elevator Shaft                                    
SMOKE TRVL,               ,4,Stairwell                                         
SMOKE TRVL,               ,5,Opening In Construction                           
SMOKE TRVL,               ,6,Utility Opening In Wall                           
SMOKE TRVL,               ,7,Utility Opening In Floor                          
SMOKE TRVL,               ,8,No Significant Avenue of Travel                   
SMOKE TRVL,               ,9,Not Classified                                    
STRU TYPE ,               ,0,"Structure type, Other                             "
STRU TYPE ,               ,1,Enclosed building                                 
STRU TYPE ,               ,2,Fixed portable or mobile structure                
STRU TYPE ,               ,3,Open structure                                    
STRU TYPE ,               ,4,Air supported structure                           
STRU TYPE ,               ,5,Tent                                              
STRU TYPE ,               ,6,Open platform                                     
STRU TYPE ,               ,7,Underground structure work areas                  
STRU TYPE ,               ,8,Connective structure                              
TEST STAT ,               ,CLOSED         ,Closed                                            
TEST STAT ,               ,INSUFF         ,Insufficient Quantity to Test                     
TEST STAT ,               ,NEG            ,Negative                                          
TEST STAT ,               ,OPEN           ,Open                                              
TEST STAT ,               ,PEND           ,Pending                                           
TEST STAT ,               ,POS            ,Positive                                          
TYPE CNS  ,               ,0,Undetermined                                      
